"fyear","act","at","bkvlps","ceq","csho","dltt","emp","lct","ni","oibdp","rdip","sale","xad","xsga","prcc_f","busdesc","conml","gsubind","sic"
"501",2014,4218,6844,2.9733,1621,545.182,1513,56,2893,-354,581,0,16096,447,3491,8.575,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom.","The ODP Corporation",25504040,5940
"502",2015,4060,6442,2.9203,1603,548.92,1453,49,2743,8,730,0,14485,370,3041,5.64,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom.","The ODP Corporation",25504040,5940
"503",2016,2973,5540,3.5955,1852,515.09,1156,38,2031,529,632,0,11021,272,2247,4.52,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom.","The ODP Corporation",25504040,5940
"504",2017,2871,6323,3.8268,2120,553.984,1712,45,2046,181,594,0,10240,264,2017,3.54,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom.","The ODP Corporation",25504040,5940
"505",2018,2683,6166,3.9093,2126,543.833,1444,44,2185,104,544,0,11015,270,2168,2.58,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom.","The ODP Corporation",25504040,5940
"506",2019,3447,7311,4.0603,2173,535.182,1783,40,3094,99,514,0,10647,249,2123,2.74,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom.","The ODP Corporation",25504040,5940
"507",2020,2355,5558,35.6777,1880,52.694,1345,NA,2093,-319,421,0,9710,NA,1900,29.3,"The ODP Corporation provides business services and supplies, products, and technology solutions for small, medium, and enterprise businesses. The company operates in three divisions: Business Solutions, Retail, and CompuCom.","The ODP Corporation",25504040,5940
"508",2012,19.154,19.156,-0.0037,-1.814,487.712,20.042,0.012,0.928,-4.403,-1.685,0,0.93,NA,2.615,0.1899,"JRjr33, Inc., together with its subsidiaries, operates direct-to-consumer brands in the United States and internationally. It operates three segments: Home Decor, Nutritional and Wellness, and Gourmet Food.","JRjr33 Inc",25502020,5960
"509",2013,38.17,69.823,0.0011,0.558,487.14,25.594,0.393,34.872,-8.531,-6.565,0,64.712,NA,44.049,0.5,"JRjr33, Inc., together with its subsidiaries, operates direct-to-consumer brands in the United States and internationally. It operates three segments: Home Decor, Nutritional and Wellness, and Gourmet Food.","JRjr33 Inc",25502020,5960
"510",2014,21.288,57.307,0.1907,5.262,27.599,20.09,0.401,24.652,-19.073,-18.055,0,81.368,NA,72.973,8.95,"JRjr33, Inc., together with its subsidiaries, operates direct-to-consumer brands in the United States and internationally. It operates three segments: Home Decor, Nutritional and Wellness, and Gourmet Food.","JRjr33 Inc",25502020,5960
"511",2015,39.718,82.504,0.364,13,35.718,29.116,0.582,38.84,-13.096,-14.475,0,113.99,NA,86.271,0.99,"JRjr33, Inc., together with its subsidiaries, operates direct-to-consumer brands in the United States and internationally. It operates three segments: Home Decor, Nutritional and Wellness, and Gourmet Food.","JRjr33 Inc",25502020,5960
"512",2016,25.598,53.491,-0.412,-16.21,39.348,2.113,0.499,70.475,-30.959,-18.168,0,119.923,NA,97.156,0.7499,"JRjr33, Inc., together with its subsidiaries, operates direct-to-consumer brands in the United States and internationally. It operates three segments: Home Decor, Nutritional and Wellness, and Gourmet Food.","JRjr33 Inc",25502020,5960
"513",2010,85.66,313.665,-8.5231,-104.562,12.268,178.859,NA,50.689,-18.588,17.412,0,485.712,4.7,142.093,NA,"Fairway Group Holdings Corp., together with its subsidiaries, operates as a food retailer in the United States.","Fairway Group Holdings Corp",30101030,5411
"514",2011,60.558,321.59,-11.3028,-141.364,12.507,201.552,NA,42.857,-11.949,20.129,0,554.858,6.5,166.001,NA,"Fairway Group Holdings Corp., together with its subsidiaries, operates as a food retailer in the United States.","Fairway Group Holdings Corp",30101030,5411
"515",2012,66.281,338.501,-19.0335,-235.444,12.37,256.563,4.8,60.509,-62.868,26.997,0,661.244,9.5,188.868,NA,"Fairway Group Holdings Corp., together with its subsidiaries, operates as a food retailer in the United States.","Fairway Group Holdings Corp",30101030,5411
"516",2013,98.635,380.344,0.2664,11.543,43.331,253.717,4.2,57.176,-80.28,18.48,0,775.986,6.6,232.847,7.64,"Fairway Group Holdings Corp., together with its subsidiaries, operates as a food retailer in the United States.","Fairway Group Holdings Corp",30101030,5411
"517",2014,75.416,359.136,-0.5186,-22.603,43.588,254.336,4.3,57.849,-46.534,11.223,0,797.555,4.1,238.463,6.77,"Fairway Group Holdings Corp., together with its subsidiaries, operates as a food retailer in the United States.","Fairway Group Holdings Corp",30101030,5411
"518",2013,656.718,2543.754,NA,-410.271,805.211,2224.677,NA,421.437,84.765,412.643,0,3785.153,NA,884.991,NA,"Petco Holdings, Inc. operates as a specialty pet food retailer in the United States.","Petco Holdings Inc",25504040,5990
"519",2014,736.342,2706.981,NA,-330.338,806.803,2244.536,NA,486.016,75.342,410.322,0,3995.368,NA,928.684,NA,"Petco Holdings, Inc. operates as a specialty pet food retailer in the United States.","Petco Holdings Inc",25504040,5990
"520",2010,2542.3,3089.8,22.4942,1939,86.2,0,16.229,711,200.4,360.3,0,3437.4,178.1,980.4,42.48,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other.","Signet Jewelers Ltd",25504040,5944
"521",2011,3016.3,3611.4,26.2267,2279.1,86.9,0,16.555,867.2,324.4,473.3,0,3749.2,208.6,1056.7,45.58,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other.","Signet Jewelers Ltd",25504040,5944
"522",2012,3032.9,3715.8,28.6229,2329.9,81.4,0,17.877,868.7,359.9,497.6,0,3983.4,245.8,1139.2,62.58,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other.","Signet Jewelers Ltd",25504040,5944
"523",2013,3257.6,4029.2,31.9589,2563.1,80.2,0,18.179,900.7,368,502.2,0,4209.2,253.8,1188.5,79.55,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other.","Signet Jewelers Ltd",25504040,5944
"524",2014,4407.3,6327.6,34.9988,2810.4,80.3,1363.8,28.949,1338.3,381.3,567.4,0,5736.3,333,1680.2,121.11,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other.","Signet Jewelers Ltd",25504040,5944
"525",2015,4589.9,6474.4,38.5479,3060.7,79.4,1328.7,29.057,1152.9,467.9,706.2,0,6550.2,384.2,1917.9,116,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other.","Signet Jewelers Ltd",25504040,5944
"526",2016,4642.6,6597.8,NA,2490.2,68.3,1317.9,29.566,1203.7,543.2,701.3,0,6408.4,380.6,1846.3,77.67,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other.","Signet Jewelers Ltd",25504040,5944
"527",2017,3446.1,5839.6,41.0017,2499.8,60.5,688.2,24.888,1037.2,519.3,533.2,0,6253,360.5,1860.2,52.9,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other.","Signet Jewelers Ltd",25504040,5944
"528",2018,2855.8,4420.1,22.815,1201.6,51.9,649.6,22.989,1033,-657.4,438.5,0,6247.1,387.8,1968.1,24.36,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other.","Signet Jewelers Ltd",25504040,5944
"529",2019,3154.8,6299.1,23.0746,1222.6,52.3,1953.6,26.126,1652.6,105.5,492.7,0,6137.1,388.9,1918.2,24.31,"Signet Jewelers Limited engages in the retail sale of diamond jewelry, watches, and other products. As of February 02, 2019, it operated 3,334 stores and kiosks. The company operates through three segments: North America, International, and Other.","Signet Jewelers Ltd",25504040,5944
"530",2012,143.511,166.563,-1.2702,-41.844,32.942,121.26,NA,64.655,28.074,59.408,0,526.942,3.773,108.449,NA,"Sportsman's Warehouse Holdings, Inc., together with its subsidiaries, operates as an outdoor sporting goods retailer in the United States.","Sportsmans Warehouse Holdings Inc",25504040,5940
"531",2013,176.316,224.229,-3.676,-121.096,32.942,229.272,3,93.1,21.75,75.65,0,643.163,4.685,144.809,NA,"Sportsman's Warehouse Holdings, Inc., together with its subsidiaries, operates as an outdoor sporting goods retailer in the United States.","Sportsmans Warehouse Holdings Inc",25504040,5940
"532",2014,203.671,270.723,-0.7492,-31.332,41.818,156.713,3.8,117.225,13.784,60.242,0,660.003,5.629,164.115,7.13,"Sportsman's Warehouse Holdings, Inc., together with its subsidiaries, operates as an outdoor sporting goods retailer in the United States.","Sportsmans Warehouse Holdings Inc",25504040,5940
"533",2015,233.059,303.024,-0.049,-2.059,42.004,147.679,4.2,128.271,27.771,66.881,0,729.912,6.634,183.218,13.11,"Sportsman's Warehouse Holdings, Inc., together with its subsidiaries, operates as an outdoor sporting goods retailer in the United States.","Sportsmans Warehouse Holdings Inc",25504040,5940
"534",2016,255.924,346.248,0.7098,30.001,42.269,133.721,4.8,147.219,29.669,74.661,0,779.956,7.513,202.543,7.44,"Sportsman's Warehouse Holdings, Inc., together with its subsidiaries, operates as an outdoor sporting goods retailer in the United States.","Sportsmans Warehouse Holdings Inc",25504040,5940
"535",2017,280.755,379.661,1.1685,49.798,42.617,132.349,5,155.551,17.742,66.534,0,809.671,7.76,225.032,5.07,"Sportsman's Warehouse Holdings, Inc., together with its subsidiaries, operates as an outdoor sporting goods retailer in the United States.","Sportsmans Warehouse Holdings Inc",25504040,5940
"536",2018,293.57,388.897,1.8302,78.66,42.978,27.717,5.1,240.666,23.75,64.916,0,849.129,8.437,238.264,5.14,"Sportsman's Warehouse Holdings, Inc., together with its subsidiaries, operates as an outdoor sporting goods retailer in the United States.","Sportsmans Warehouse Holdings Inc",25504040,5940
"537",2019,291.638,616.641,2.5468,110.268,43.296,241.035,5.4,264.776,20.215,52.784,0,886.401,11.493,263.169,6.48,"Sportsman's Warehouse Holdings, Inc., together with its subsidiaries, operates as an outdoor sporting goods retailer in the United States.","Sportsmans Warehouse Holdings Inc",25504040,5940
"538",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"In June 1992, Strings, Ltd. filed a voluntary petition for reorganization under Chapter 11 Bankruptcy.","Strings Ltd",25504040,5940
"539",2011,42.319,85.502,NA,6.353,1.005,34.613,NA,20.371,5.253,16.565,0,161.835,NA,46.998,NA,"DTLR Holding, Inc. operates a chain of retail stores in the United States. The company provides footwear, apparel, and accessories through its stores, as well as online. DTLR Holding, Inc. was formerly known as Levtran Enterprises Holding, Inc. and changed its name to DTLR Holding, Inc.","DTLR Holding Inc",25503010,5661
"540",2012,48.971,92.673,NA,-4.664,1.005,49.81,NA,22.716,5.126,16.836,0,181.485,NA,53.413,NA,"DTLR Holding, Inc. operates a chain of retail stores in the United States. The company provides footwear, apparel, and accessories through its stores, as well as online. DTLR Holding, Inc. was formerly known as Levtran Enterprises Holding, Inc. and changed its name to DTLR Holding, Inc.","DTLR Holding Inc",25503010,5661
"541",2013,0.018,0.018,6e-04,0.012,20,0,NA,0.006,-0.036,-0.036,0,0,0,0.036,0.02,"Sector 5, Inc. focuses on selling branded electronic products for the educational and consumer electronics markets in North America. It focuses on the education market utilizing Chrome and Android operating systems utilizing a Google approval Chromebook.","Sector 5 Inc",25504020,5731
